Hugo_Symbol,TCGA.2J.AAB1.01,TCGA.2J.AAB4.01,TCGA.2J.AAB6.01,TCGA.2J.AAB8.01,TCGA.2J.AAB9.01,TCGA.2J.AABA.01,TCGA.2J.AABE.01,TCGA.2J.AABF.01,TCGA.2J.AABH.01,TCGA.2J.AABI.01,TCGA.2J.AABK.01,TCGA.2J.AABO.01,TCGA.2J.AABP.01,TCGA.2J.AABR.01,TCGA.2J.AABT.01,TCGA.2J.AABU.01,TCGA.2J.AABV.01,TCGA.2L.AAQA.01,TCGA.2L.AAQE.01,TCGA.2L.AAQI.01,TCGA.2L.AAQJ.01,TCGA.2L.AAQL.01,TCGA.2L.AAQM.01,TCGA.3A.A9I5.01,TCGA.3A.A9I7.01,TCGA.3A.A9I9.01,TCGA.3A.A9IB.01,TCGA.3A.A9IC.01,TCGA.3A.A9IH.01,TCGA.3A.A9IJ.01,TCGA.3A.A9IL.01,TCGA.3A.A9IN.01,TCGA.3A.A9IO.01,TCGA.3A.A9IR.01,TCGA.3A.A9IS.01,TCGA.3A.A9IU.01,TCGA.3A.A9IV.01,TCGA.3A.A9IX.01,TCGA.3A.A9IZ.01,TCGA.3A.A9J0.01,TCGA.3E.AAAY.01,TCGA.3E.AAAZ.01,TCGA.F2.6879.01,TCGA.F2.6880.01,TCGA.F2.7273.01,TCGA.F2.7276.01,TCGA.F2.A44G.01,TCGA.F2.A44H.01,TCGA.F2.A7TX.01,TCGA.F2.A8YN.01,TCGA.FB.A4P5.01,TCGA.FB.A4P6.01,TCGA.FB.A545.01,TCGA.FB.A5VM.01,TCGA.FB.A78T.01,TCGA.FB.A7DR.01,TCGA.FB.AAPP.01,TCGA.FB.AAPQ.01,TCGA.FB.AAPS.01,TCGA.FB.AAPU.01,TCGA.FB.AAPY.01,TCGA.FB.AAPZ.01,TCGA.FB.AAQ0.01,TCGA.FB.AAQ1.01,TCGA.FB.AAQ2.01,TCGA.FB.AAQ3.01,TCGA.FB.AAQ6.01,TCGA.H6.8124.01,TCGA.H6.A45N.01,TCGA.H8.A6C1.01,TCGA.HV.A5A3.01,TCGA.HV.A5A4.01,TCGA.HV.A5A5.01,TCGA.HV.A5A6.01,TCGA.HV.A7OL.01,TCGA.HV.A7OP.01,TCGA.HV.AA8V.01,TCGA.HV.AA8X.01,TCGA.HZ.7289.01,TCGA.HZ.7918.01,TCGA.HZ.7919.01,TCGA.HZ.7920.01,TCGA.HZ.7922.01,TCGA.HZ.7923.01,TCGA.HZ.7924.01,TCGA.HZ.7925.01,TCGA.HZ.7926.01,TCGA.HZ.8001.01,TCGA.HZ.8002.01,TCGA.HZ.8003.01,TCGA.HZ.8005.01,TCGA.HZ.8315.01,TCGA.HZ.8317.01,TCGA.HZ.8519.01,TCGA.HZ.8636.01,TCGA.HZ.8637.01,TCGA.HZ.8638.01,TCGA.HZ.A49G.01,TCGA.HZ.A49H.01,TCGA.HZ.A49I.01,TCGA.HZ.A4BH.01,TCGA.HZ.A4BK.01,TCGA.HZ.A77O.01,TCGA.HZ.A77P.01,TCGA.HZ.A77Q.01,TCGA.HZ.A8P0.01,TCGA.HZ.A8P1.01,TCGA.HZ.A9TJ.01,TCGA.IB.7644.01,TCGA.IB.7645.01,TCGA.IB.7646.01,TCGA.IB.7649.01,TCGA.IB.7651.01,TCGA.IB.7652.01,TCGA.IB.7885.01,TCGA.IB.7886.01,TCGA.IB.7887.01,TCGA.IB.7888.01,TCGA.IB.7889.01,TCGA.IB.7890.01,TCGA.IB.7891.01,TCGA.IB.7893.01,TCGA.IB.7897.01,TCGA.IB.8126.01,TCGA.IB.8127.01,TCGA.IB.A5SO.01,TCGA.IB.A5SP.01,TCGA.IB.A5SQ.01,TCGA.IB.A5SS.01,TCGA.IB.A5ST.01,TCGA.IB.A6UF.01,TCGA.IB.A6UG.01,TCGA.IB.A7LX.01,TCGA.IB.A7M4.01,TCGA.IB.AAUM.01,TCGA.IB.AAUN.01,TCGA.IB.AAUO.01,TCGA.IB.AAUP.01,TCGA.IB.AAUQ.01,TCGA.IB.AAUR.01,TCGA.IB.AAUS.01,TCGA.IB.AAUT.01,TCGA.IB.AAUU.01,TCGA.IB.AAUV.01,TCGA.IB.AAUW.01,TCGA.L1.A7W4.01,TCGA.LB.A7SX.01,TCGA.LB.A8F3.01,TCGA.LB.A9Q5.01,TCGA.M8.A5N4.01,TCGA.OE.A75W.01,TCGA.PZ.A5RE.01,TCGA.Q3.A5QY.01,TCGA.Q3.AA2A.01,TCGA.RB.A7B8.01,TCGA.RB.AA9M.01,TCGA.RL.AAAS.01,TCGA.S4.A8RM.01,TCGA.S4.A8RO.01,TCGA.S4.A8RP.01,TCGA.US.A774.01,TCGA.US.A776.01,TCGA.US.A779.01,TCGA.US.A77E.01,TCGA.US.A77G.01,TCGA.US.A77J.01,TCGA.XD.AAUG.01,TCGA.XD.AAUH.01,TCGA.XD.AAUI.01,TCGA.XD.AAUL.01,TCGA.XN.A8T3.01,TCGA.XN.A8T5.01,TCGA.YB.A89D.01,TCGA.YH.A8SY.01,TCGA.YY.A8LH.01,TCGA.Z5.AAPL.01,DEG type
LRRN3,94.1463,49.2424,16.3743,18.8014,27.8671,8.1415,13.5656,35.439,44.8606,9.0711,58.0396,79.3269,50.4997,26.5925,19.3992,7.6419,14.1732,8.8478,21.316,24.2926,28.7129,21.3459,21.365,45.6182,51.5638,30.5949,14.1086,17.7778,16.6489,1372.5229,15.5496,113.7413,596.405,12.3937,714.6751,7.4692,152.6589,58.3971,11.1524,8.45,28.7665,36.2752,5.8893,33.139,130.1397,49.5646,25.9382,53.6913,17.5901,4.6351,100.9624,57.2207,17.4111,17.736,20.3912,13.6815,0.6955,17.0514,93.7931,8.6356,26.5439,14.4823,8.2891,23.982,34.4346,30.7878,19.7183,15.2409,75.6041,17.7802,5.4506,41.3756,31.7735,5.8887,11.0906,9.1931,23.7633,6.9159,1.0455,58.4867,54.266,159.5236,35.546,188.5355,21.4464,13.8061,20.9137,81.3906,102.6738,57.6822,6.8995,21.2041,15.2925,240.1722,48.9382,71.0855,14.2337,71.663,156.276,31.9076,29.2777,23.1437,6.0892,46.3957,9.4007,11.9684,10.7784,10.8824,28.2209,45.3222,17.2589,66.712,63.5352,43.7318,19.8036,16.5753,5.6057,112.273,25.1339,53.294,54.0367,66.3418,199.494,43.9141,22.7935,31.3832,13.7065,55.3869,14.8022,38.0079,6.7457,15.5669,2.296,5.5795,29.3907,26.4193,4.9188,58.0793,55.4847,41.028,13.2288,38.8756,21.3038,75.7764,51.9072,4.6993,9.7414,6.0914,28.317,4.5951,31.7776,12.3689,99.4538,5.0469,21.5054,52.7897,124.3301,11.2266,15.633,30.7041,18.5263,2.4498,10.0759,12.6638,22.8206,74.9086,169.5946,120.2499,37.1471,25.7796,51.1603,51.2515,51.9013,22.1963,3.9687,28.49,DOWN
LRRTM3,44.3902,90.9091,8.7719,0,13.9335,1.8788,3.0831,112.696,107.5784,0,199.914,60.0801,3.6823,64.9351,4.3805,1.0917,3.1496,1.6087,0,27.6936,0.495,23.2864,0,246.0984,0.8453,29.4618,7.2559,0.9877,45.2618,6.9158,1.0724,103.3487,0.5173,0,0,9.2267,0.5612,1.6335,0,0,21.9405,2.0718,1.1779,111.6907,153.2934,189.5412,0.5519,17.8971,27.7045,1.545,162.702,81.7439,4.542,23.4742,19.5589,2.7363,0,0.8974,5.5172,6.7583,23.6782,21.7234,0,52.4607,132.1545,6.0074,12.2066,10.7098,106.0016,3.7716,1.5573,22.0312,116.1179,0,1.8484,10.2145,9.6993,12.5351,0,111.6564,45.1557,579.4406,6.424,179.5891,0.9975,7.2168,0.3031,91.9918,107.6649,209.2292,5.6059,1.5146,1.0195,594.2349,29.0099,217.0445,0.6326,15.3173,7.2042,2.7507,82.0734,1.9286,4.4285,36.0429,1.1751,4.6544,1.1976,6.3003,0.3067,9.5634,2.0305,102.791,49.9593,41.6114,2.3496,2.637,0,170.6109,3.2963,92.2396,54.8944,29.985,456.451,20.5847,12.4328,58.5045,44.1654,287.7078,0,2.1844,3.8547,2.684,2.7553,12.1735,38.7025,50.5902,6.8863,2.2,144.1327,0.4509,10.779,7.7751,33.66,91.9255,64.4475,21.3607,4.6388,8.1218,20.0959,0,0.993,7.2729,0,0,12.5448,165.6652,6.4309,6.237,60.0104,78.3483,11.7895,0.9799,23.6784,24.8515,13.6924,73.6906,500,361.2598,101.0401,31.6008,121.308,3.5757,47.7646,0,3.9687,0,NS
LRRTM4,1.9512,13.0471,8.7719,7.5206,9.6463,1.2525,3.6997,17.7195,7.4042,1.0885,46.4316,19.2308,0.526,10.5133,5.0063,0,6.2992,11.663,0.4634,6.8019,0,18.1116,10.089,35.4142,3.8039,9.0652,3.6279,6.4198,8.9052,165.9795,128.1503,46.1894,180.525,0,89.0504,2.1968,0.5612,4.4921,0,0,7.3135,3.3657,2.0612,35.5937,25.0166,16.075,17.66,16.7785,9.2348,1.03,23.9695,6.812,2.271,9.3897,4.9938,15.9617,2.0866,1.7949,1.3793,3.0037,9.2091,7.9652,2.3683,3.997,13.96,8.2601,7.5117,3.7072,28.8387,1.0776,0.7787,17.1951,16.1756,9.636,1.8484,8.1716,6.7895,3.458,0,8.998,8.7143,105.9312,4.2827,23.1942,1.2469,4.7066,0.9093,41.3088,15.3298,12.5852,0.4312,2.6505,2.5487,80.6725,6.9912,18.5719,0.9489,8.7527,7.7584,0.5501,15.8387,0.4822,1.6607,14.1871,2.3502,1.3298,0.5988,1.1455,2.1472,5.4054,5.0761,14.9762,4.3443,5.5659,0.3357,1.5068,0.7007,25.8668,3.2963,12.2986,12.0081,3.7481,63.9682,14.4093,3.3672,7.7489,5.5841,42.643,1.5182,15.2905,1.4455,2.1472,0.4592,2.0289,12.9032,3.9348,2.4594,1.32,40.1786,1.3526,5.8795,2.9904,8.5215,19.4617,18.8753,0.8544,3.711,4.5685,12.7883,1.1488,4.4687,5.3599,0.5318,0,3.5842,26.1803,4.8232,1.6632,6.0515,14.8227,1.6842,1.9598,8.0607,6.5502,0.9128,18.2704,22.973,52.0562,13.8683,2.4948,15.8228,22.0501,26.2076,1.1682,5.7326,1.1396,NS
LRSAM1,697.0732,508.4175,270.1754,423.0317,481.2433,422.1074,571.6047,450.4297,536.5854,772.8592,571.3672,467.9487,444.5029,444.0322,846.0576,544.7598,403.1496,542.1275,566.7285,399.8562,395.5446,688.889,1327.003,732.2929,464.497,617.5637,355.1345,522.963,543.9938,963.958,731.3683,1256.351,645.5451,923.6714,682.4171,401.5817,771.7132,444.7167,296.6543,460.5228,516.3335,560.5834,571.5548,447.9902,344.8995,404.2197,229.5806,356.8233,346.9657,696.3006,577.3743,581.0627,710.8251,507.0423,586.3504,560.4834,562.6848,325.7709,513.1034,331.906,520.0433,472.8458,374.7869,463.1526,621.6845,344.6729,355.8685,302.346,559.6259,349.1379,542.7271,622.2461,565.569,549.2505,744.9168,1344.2288,621.2415,714.5018,578.6722,246.6258,287.5703,246.9639,266.3769,420.4771,352.6185,316.9125,313.0989,442.5358,293.7611,362.3492,346.2699,444.5286,268.1279,357.4901,410.3819,447.9667,371.659,606.1269,431.1444,831.2474,518.3585,538.0906,396.9078,648.3896,433.6075,436.1804,619.1617,541.2557,436.5031,234.5114,129.9492,242.3417,526.7445,381.1291,490.0562,256.1642,464.9207,309.2735,361.7635,341.2864,340.0879,242.1289,311.1673,323.8666,541.3456,581.945,739.1351,613.6668,614.4796,467.8899,496.7741,467.5449,356.805,546.7918,522.5806,345.1377,729.4531,497.1939,629.4005,497.2949,583.5375,585.5263,354.4951,465.8385,518.2855,786.9273,490.7805,717.7665,430.2352,426.7662,770.6058,637.4127,633.4197,362.6532,464.1577,433.4764,582.5295,491.8919,476.5531,581.2599,493.8947,672.2195,620.173,619.214,668.188,649.8173,471.6216,512.2332,517.0877,417.8794,607.5949,610.2503,517.9856,366.8224,542.3878,456.9801,NS
LRTM1,0,0.8418,0.5848,0,0,0.6263,0,0,0,0,0,0,0,0,0,0,0,0.4022,0,0,0,0.6468,0,0,0,0.5666,0,0.4938,0,0.532,1.6086,0,0,0.6885,0,0,1.6837,0.4084,0,0.5281,0,0,0,1.2274,0,0,3.3113,1.1186,0,0,0,0,0,0,0,0,0.6955,0,0,0,0,0,0,0,0,0.7509,0,0.4119,0,0,0,0,0,0,0.6161,1.0215,0,0,5.7501,1.636,0,0,0,0,0.9975,0,0.3031,0,0,0,0,0,0.5097,0,0,0,0.3163,0.547,0.5542,0,0,0,0.5536,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0.7007,0,0,0,0.4289,0,0,0,0,0,0,0,0,0.4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4141,0.3932,0,0,0,0,0,0,0,1.0637,0,0,0.4292,2.1436,0,0,0.5294,0.4211,0,0,0,0,0,0,0,0,0,0,0.5959,0,0,0,0,NS
LRTM2,0,0.4209,0,4.7004,0,0,0,0.3544,0,0.3628,0.8598,0,0.526,0,0,1.0917,0,1.2065,0,0.4859,0,6.4684,0,0.6002,0,0,0.4031,0,0.3872,0,2.1448,0.5774,15.5179,0,38.1645,0,0,1.2251,0,0,0,0.374,0,1.2274,0,0.3349,0.5519,0,0.8795,0,0.7263,0,0,0.5216,0.4161,0.456,1.3911,0,2.069,0,0,2.8965,1.1842,0.4996,1.8613,0,3.7559,0.8238,0,0,0,0,0,0,0,1.0215,0.9699,0,3.1364,0,0,0,0.8565,0,0,0.3138,1.5155,1.227,0,0,0,0,0,0.2636,0,0.3202,0,0,0,0,1.4399,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.3357,0.7534,0.3504,0.5504,0.8241,1.5373,0,0,0,0.6862,0.518,0.3874,0,0,0,0.4369,1.4455,1.0736,0.4592,0.5072,0,1.1242,0.9838,0,1.2755,0.4509,0.49,2.3923,0.4261,0,1.1797,0.4272,8.3498,0,0,0.5744,0.4965,0,0,0,0,0.4292,0,0,0.5043,0,0.4211,0.49,1.0076,0,0,0,0,0,0,0,0.5274,0.5959,0,2.9206,2.2048,0.5698,NS
LRWD1,466.3415,306.3973,377.7778,248.1786,385.8521,355.7226,414.3672,347.3022,372.3868,516.328,350.8169,353.3654,664.3872,317.8726,332.2904,362.4454,401.5748,241.303,490.2688,299.2848,430.6931,461.1999,1035.0148,456.1825,579.8817,546.1756,412.7784,520.4938,306.6499,710.2008,790.3496,879.3303,515.7119,444.4502,646.07,356.7663,616.8093,323.4303,298.1413,397.1481,420.2828,413.9865,193.4629,299.4784,260.0133,291.6946,352.0971,395.9732,430.0792,413.0422,387.87,297.6839,373.2021,558.6854,379.5256,539.9612,853.4168,236.9243,366.2069,528.6466,327.1939,218.6821,263.4757,605.5458,374.5928,233.5365,382.1596,163.9424,308.6516,436.4224,261.6303,420.7415,339.688,260.1713,596.4264,1073.5444,402.0369,389.8855,1025.0915,128.8344,192.9018,210.6088,122.0557,201.4579,310.9726,268.5912,324.9196,262.1677,219.6078,192.9733,329.8836,211.6622,202.3703,360.6537,326.1383,369.8367,263.4825,264.2232,326.4062,430.2022,318.6945,437.3192,474.4072,325.1534,348.4136,467.4311,476.6467,668.9806,278.2209,230.3534,131.4721,157.9306,308.9872,288.6297,363.5143,198.1505,287.2909,167.8591,240.2143,163.9815,175.4047,192.2789,131.189,227.1183,397.0731,323.9055,434.5464,445.5456,385.9949,487.5491,364.2689,361.7971,289.7606,525.4882,309.6774,338.9545,406.782,389.3952,411.9898,487.8269,321.901,255.3828,394.5462,415.735,274.0857,650.2189,473.6171,528.934,369.034,439.4026,425.5214,321.1802,552.5802,354.7224,488.6499,385.8369,353.1618,413.3056,417.5513,362.6257,421.4737,841.7442,390.9458,427.9476,471.0178,465.8952,368.2432,332.1187,380.8816,265.6965,331.7511,455.8999,383.8643,516.3551,518.5757,593.7322,NS
LSAMP,194.6341,159.0909,205.848,106.228,147.91,452.1685,210.2667,171.5248,83.1882,89.2598,169.8194,278.0449,16.3072,229.4372,236.5457,99.345,81.8898,69.1735,100.0927,125.3498,75.2475,107.3761,119.8813,124.2497,159.3407,88.9518,107.6287,143.7037,104.1526,877.2443,109.3835,192.8406,71.3824,0.6885,5.9064,91.3884,122.3516,406.7381,75.0929,77.1059,181.3749,246.4473,303.0035,72.4149,429.0086,332.217,108.7196,217.0022,86.6315,191.5857,290.5393,209.8093,68.8872,147.6265,70.3288,218.9032,237.8717,122.0519,308.2759,76.9691,179.8483,71.6872,84.0754,64.4517,95.3932,87.1069,94.8357,116.1602,249.4154,254.8491,35.0398,176.7867,168.1109,138.651,73.9372,39.8366,293.8894,88.1781,41.8191,244.9898,283.6093,788.5293,339.1863,538.4361,168.3292,931.2833,155.7917,312.4744,367.2014,252.2286,163.0013,194.6232,222.2505,615.8531,237.0008,296.83,142.6538,283.9168,338.0438,132.5815,203.0238,165.3809,51.4818,328.2209,372.5029,184.1798,46.1078,87.0591,243.865,385.8628,155.8376,374.4044,261.4716,242.2475,158.0935,143.904,201.1036,509.6313,149.9794,249.5593,244.8805,500.7496,870.618,275.1494,173.0234,367.2995,65.4866,293.1092,115.0014,210.5723,113.2317,89.1073,78.5247,73.5481,235.1254,129.8482,51.647,425.9148,273.5969,487.8269,364.0372,244.6172,179.3779,457.971,279.591,111.9299,126.6381,107.6142,104.1334,42.5043,104.7666,108.0221,170.1883,26.6763,222.8196,197.4249,404.6088,118.9189,89.2591,179.9894,272.8421,79.3729,61.9669,136.6812,61.6157,349.5737,852.027,413.847,196.1367,175.052,146.6245,474.9702,380.7811,233.6449,34.8363,145.8689,NS
LSG1,1018.0488,889.3098,904.6784,1212.691,797.4277,1023.9549,840.4501,1018.1625,905.9233,975.3266,1096.3027,1021.6346,956.3388,755.102,675.8448,899.5633,839.3701,1111.2005,967.0992,855.5854,960.396,870.0054,552.5223,894.958,841.082,808.4986,1083.5433,802.4691,789.8558,827.7697,1228.4199,626.4434,413.8109,774.2591,756.4743,765.3779,776.7644,849.8213,787.3606,1157.6446,748.903,993.6425,926.0895,803.9276,849.2349,888.4796,927.7042,812.0805,885.2243,820.4193,796.8041,814.7139,781.2263,1341.6797,1228.8806,787.1394,1135.1069,822.9529,761.3793,1171.0573,742.6869,800.8689,752.5341,772.9203,1000,827.5153,903.2864,895.0923,892.4396,1047.4138,998.2441,977.9688,813.4027,1043.3619,833.6414,1219.6118,792.4345,842.0143,1210.6639,1294.8875,996.1974,1106.9498,956.3169,816.7661,1116.2095,1011.2959,1353.9328,833.1288,1002.4955,909.806,1451.9189,724.3468,847.2028,1064.5611,1081.5346,958.3734,910.0111,696.9365,805.7634,889.5613,798.6561,854.8698,812.0833,864.6472,696.8273,1052.5511,662.8743,911.257,1064.1104,884.4075,1483.7563,840.708,1089.0578,707.1296,977.0915,769.9994,1476.3948,887.727,918.0058,1000.287,848.2899,1153.2984,838.4532,856.3253,875.9956,758.6207,905.6435,655.8197,809.944,915.2468,1093.7703,1088.6121,1330.7863,1195.5364,1029.3907,806.0708,1801.2523,942.4685,822.0663,904.8693,741.3033,687.201,735.4069,694.824,913.488,1190.2168,1403.2239,581.2183,803.8365,1030.4423,894.2403,721.5215,819.0313,1221.341,1315.4122,1030.0429,865.4877,1140.9563,1024.7152,878.7718,1026.9474,2160.7055,1100.2907,913.5371,962.5742,903.1669,820.9459,841.2285,856.8598,646.9854,1074.8945,724.0763,751.2847,783.8785,806.0853,1194.8718,NS
LSM1,570.7317,346.8013,1583.6257,514.2186,571.2755,551.7457,329.8906,578.7189,516.9861,483.3091,651.7627,738.7821,571.8043,411.2554,543.179,557.8603,1826.7717,653.1269,360.0556,650.07,659.901,776.8598,364.3917,1081.6327,600.5917,514.4476,447.4453,683.4568,430.1616,730.9483,350.6707,445.1501,738.6525,298.8248,747.8419,591.3884,322.1552,430.8321,536.0595,390.2825,758.6543,587.1354,312.4264,493.4029,450.2994,501.0047,653.9735,539.1499,894.4591,350.2104,485.927,395.7766,551.0977,840.3756,579.2759,552.2745,628.7602,630.9007,653.1034,730.2682,715.0596,398.2621,500.3079,652.011,372.7315,1715.1042,724.8826,497.182,434.9182,616.3793,460.189,526.0613,523.3969,517.1306,798.5213,659.857,629.4859,611.6274,407.2138,507.9755,500.6734,505.8372,386.7238,384.0292,444.8878,561.343,427.6694,883.0266,504.8128,449.397,568.3484,594.4718,630.0497,727.6346,470.8555,764.6494,566.8195,421.7724,618.4539,481.3643,505.3996,370.2989,880.172,792.1779,576.9683,629.004,419.1617,632.3241,530.3681,450.3119,614.7208,556.8414,551.7241,441.2934,497.4406,417.0202,621.8797,563.016,829.419,405.3417,537.3646,594.8276,374.0513,832.3098,590.2998,422.3169,587.8561,464.1713,572.7299,462.2106,441.3628,587.2493,340.7327,1678.9247,453.0466,392.9174,721.5831,370.4755,454.7194,507.6646,574.7183,432.4163,437.1538,590.8903,491.9387,299.0494,503.3051,502.5381,838.5476,604.2504,525.8193,493.933,606.2959,642.3937,648.7455,657.5107,777.5991,622.4532,1356.0331,410.7994,515.3684,343.4591,848.3926,586.4629,420.8124,610.2314,600.6757,502.3425,724.1209,603.3264,510.0211,488.081,579.6506,676.4019,755.3743,479.2023,NS
LSM10,454.6341,325.7576,602.3392,375.0881,450.1608,552.372,419.9168,487.6406,321.4286,339.9855,493.5512,524.0385,1059.4424,388.992,498.7484,368.9956,803.1496,261.4116,529.1937,313.3745,468.3168,660.4279,524.0356,515.6062,433.2206,594.9008,467.6005,708.1481,575.7429,970.3418,713.6739,644.9192,506.4011,508.1398,386.1881,438.9279,459.6604,518.2236,381.4126,492.2102,581.1799,390.4263,362.4853,457.8091,460.9448,476.8922,553.532,543.6242,418.2058,436.7329,685.6728,372.6158,294.4739,971.831,414.4819,534.0326,410.3634,270.1296,642.069,473.4541,692.8494,413.4685,271.7649,492.1309,318.2876,1144.404,443.1925,365.369,463.7568,532.3276,339.4964,413.2187,427.4986,683.6188,939.618,803.8815,532.9777,354.4413,878.7245,543.5583,401.2517,568.5184,342.1842,394.6322,343.3915,467.2105,420.3951,810.6339,402.852,373.3613,337.6455,362.7414,439.9133,470.0625,368.4349,543.0676,404.5548,431.0722,603.4913,478.0635,357.0914,490.3568,469.9787,670.2454,626.322,668.8985,323.3533,449.0418,554.6012,443.2432,375.6345,449.2852,414.6077,283.0639,532.0131,279.897,557.064,498.0737,564.4829,293.1169,397.9843,384.5577,366.8233,428.1627,348.1189,464.1612,475.1583,718.5588,367.7768,749.2355,487.6192,339.2519,272.3106,402.2318,450.8961,286.6779,514.503,678.9117,471.301,687.1055,730.5243,487.4402,472.9442,594.617,429.0208,357.5777,574.2781,455.8376,548.0703,376.7949,485.1043,682.3532,902.53,407.354,548.9845,382.4034,647.91,199.1684,365.1052,415.0344,521.2632,567.8589,538.0542,447.1616,360.566,865.408,517.5676,539.3024,504.7053,508.5239,525.8439,660.3099,507.1942,516.9393,422.0042,782.3362,NS
LSM11,191.2195,149.4108,187.7193,275.4407,207.9314,351.3387,171.4198,164.437,157.6655,231.8578,166.81,249.1987,164.1241,183.6735,735.9199,221.6157,151.1811,208.325,250.6951,181.7086,142.5743,108.023,477.1513,194.4778,249.7887,139.3768,244.281,270.6173,174.6201,171.8314,216.0861,195.7275,258.1146,151.478,186.7333,244.7276,299.1441,249.1067,167.2862,226.5646,202.8279,340.6881,197.8799,166.9224,246.1743,286.6711,226.2693,280.7606,245.3826,195.7058,183.7661,218.6649,237.6987,106.4163,172.7008,273.629,161.3632,240.5141,380.6897,352.5562,176.0563,183.9247,216.1093,178.3662,245.6957,157.6935,196.2441,281.7502,164.4583,165.4095,157.2896,188.6083,184.8642,146.1456,160.8133,97.0378,315.7129,99.8487,70.047,236.4008,218.6485,199.6396,370.4497,204.44,210.7232,320.6778,197.0128,210.6339,239.9287,224.4363,271.6688,271.8667,219.7018,213.8086,273.0053,181.236,253.9934,198.0306,158.4927,124.8797,203.0238,167.3095,240.2482,395.3221,233.8425,169.5518,194.6108,148.9169,232.5153,270.6861,243.6548,241.661,332.8808,147.3628,219.5183,357.123,242.4455,165.1073,176.3494,336.162,218.7198,528.8606,275.0271,226.4322,402.5125,213.4831,114.7284,253.8973,242.9073,174.7488,228.8726,217.9371,241.0845,173.9792,224.3728,165.2614,234.1333,236.7171,248.0867,206.0415,225.8697,251.1962,162.3349,409.1097,180.4955,153.3696,109.4747,141.6244,165.3346,228.6043,142.006,177.2882,181.8888,142.7541,253.2855,215.8798,188.1029,197.0894,173.4754,206.4584,240.8421,143.0671,106.301,271.6157,183.0215,157.7345,376.3514,212.9099,188.212,259.8753,198.3122,172.8248,210.6886,252.9206,175.9453,204.5584,NS
LTBP1,3117.561,2811.4478,3213.4503,4030.0823,3608.7889,4449.6634,3352.5513,2868.0783,1813.5889,1450.2903,658.6414,4493.5897,2405.576,3713.6673,7450.5632,2978.1659,491.3386,2721.4961,2841.9833,1826.3176,2014.8515,2090.6002,2069.4362,1466.3866,4180.4734,2111.0482,5339.5143,5306.1728,2124.8669,383.0297,1058.9827,1303.1178,282.9432,331.186,49.0686,2572.4956,938.9645,2939.0505,2880.2974,3365.7248,2144.3198,6238.9678,7907.8327,805.155,5983.7658,5062.2907,3809.0508,7733.7808,2087.0712,4257.6312,4116.2157,3168.9373,2888.7207,1532.0814,1480.233,10189.4881,342.2014,1653.0854,6669.6552,809.8656,1458.8299,2465.6046,2010.7048,895.3285,1761.2843,3940.084,1640.3756,6110.3542,1964.926,3663.2543,2324.3048,2687.8023,2695.5517,4738.758,1378.3118,84.7804,4716.2949,2293.0625,594.8772,4229.4479,6481.8189,4103.424,9395.2891,2984.7581,3056.6085,8715.4063,3420.4458,3478.9366,4142.246,2250.1311,3351.8758,3709.9583,4050.9749,2713.339,4851.1754,2162.0237,3617.9029,2549.2341,2119.7007,2443.6804,3659.2273,2170.6847,1734.88,6771.089,6998.8249,3815.2484,1167.0659,2273.274,8774.2331,5224.5322,6942.6396,5418.6521,10796.6332,4004.2407,3330.704,8446.6373,6178.8561,4903.6874,2609.3943,6246.6691,4404.8461,9429.5352,3603.1803,2397.4365,5358.2853,3571.0965,1484.3619,5440.1663,6156.1818,4716.0332,2049.2534,1458.4611,1727.0832,1293.9386,2260.9319,2029.792,1495.305,4575.5042,2943.8776,2489.6303,5376.2861,3250.5981,2489.1351,7011.5942,2542.6661,2220.6558,2666.8213,1789.3401,2141.1281,2887.421,1961.7676,2362.0554,1341.2967,1624.3691,4712.6643,2544.6352,4478.5638,1340.9563,1971.7699,3256.7496,4709.4737,560.9995,1053.9414,6140.1747,1465.5408,3253.9586,7081.0811,2877.6679,3258.5438,7618.711,2828.0591,5365.9118,4577.5951,2394.2757,1164.1495,1105.9829,NS
