Hugo_Symbol,TCGA.2J.AAB1.01,TCGA.2J.AAB4.01,TCGA.2J.AAB6.01,TCGA.2J.AAB8.01,TCGA.2J.AAB9.01,TCGA.2J.AABA.01,TCGA.2J.AABE.01,TCGA.2J.AABF.01,TCGA.2J.AABH.01,TCGA.2J.AABI.01,TCGA.2J.AABK.01,TCGA.2J.AABO.01,TCGA.2J.AABP.01,TCGA.2J.AABR.01,TCGA.2J.AABT.01,TCGA.2J.AABU.01,TCGA.2J.AABV.01,TCGA.2L.AAQA.01,TCGA.2L.AAQE.01,TCGA.2L.AAQI.01,TCGA.2L.AAQJ.01,TCGA.2L.AAQL.01,TCGA.2L.AAQM.01,TCGA.3A.A9I5.01,TCGA.3A.A9I7.01,TCGA.3A.A9I9.01,TCGA.3A.A9IB.01,TCGA.3A.A9IC.01,TCGA.3A.A9IH.01,TCGA.3A.A9IJ.01,TCGA.3A.A9IL.01,TCGA.3A.A9IN.01,TCGA.3A.A9IO.01,TCGA.3A.A9IR.01,TCGA.3A.A9IS.01,TCGA.3A.A9IU.01,TCGA.3A.A9IV.01,TCGA.3A.A9IX.01,TCGA.3A.A9IZ.01,TCGA.3A.A9J0.01,TCGA.3E.AAAY.01,TCGA.3E.AAAZ.01,TCGA.F2.6879.01,TCGA.F2.6880.01,TCGA.F2.7273.01,TCGA.F2.7276.01,TCGA.F2.A44G.01,TCGA.F2.A44H.01,TCGA.F2.A7TX.01,TCGA.F2.A8YN.01,TCGA.FB.A4P5.01,TCGA.FB.A4P6.01,TCGA.FB.A545.01,TCGA.FB.A5VM.01,TCGA.FB.A78T.01,TCGA.FB.A7DR.01,TCGA.FB.AAPP.01,TCGA.FB.AAPQ.01,TCGA.FB.AAPS.01,TCGA.FB.AAPU.01,TCGA.FB.AAPY.01,TCGA.FB.AAPZ.01,TCGA.FB.AAQ0.01,TCGA.FB.AAQ1.01,TCGA.FB.AAQ2.01,TCGA.FB.AAQ3.01,TCGA.FB.AAQ6.01,TCGA.H6.8124.01,TCGA.H6.A45N.01,TCGA.H8.A6C1.01,TCGA.HV.A5A3.01,TCGA.HV.A5A4.01,TCGA.HV.A5A5.01,TCGA.HV.A5A6.01,TCGA.HV.A7OL.01,TCGA.HV.A7OP.01,TCGA.HV.AA8V.01,TCGA.HV.AA8X.01,TCGA.HZ.7289.01,TCGA.HZ.7918.01,TCGA.HZ.7919.01,TCGA.HZ.7920.01,TCGA.HZ.7922.01,TCGA.HZ.7923.01,TCGA.HZ.7924.01,TCGA.HZ.7925.01,TCGA.HZ.7926.01,TCGA.HZ.8001.01,TCGA.HZ.8002.01,TCGA.HZ.8003.01,TCGA.HZ.8005.01,TCGA.HZ.8315.01,TCGA.HZ.8317.01,TCGA.HZ.8519.01,TCGA.HZ.8636.01,TCGA.HZ.8637.01,TCGA.HZ.8638.01,TCGA.HZ.A49G.01,TCGA.HZ.A49H.01,TCGA.HZ.A49I.01,TCGA.HZ.A4BH.01,TCGA.HZ.A4BK.01,TCGA.HZ.A77O.01,TCGA.HZ.A77P.01,TCGA.HZ.A77Q.01,TCGA.HZ.A8P0.01,TCGA.HZ.A8P1.01,TCGA.HZ.A9TJ.01,TCGA.IB.7644.01,TCGA.IB.7645.01,TCGA.IB.7646.01,TCGA.IB.7649.01,TCGA.IB.7651.01,TCGA.IB.7652.01,TCGA.IB.7885.01,TCGA.IB.7886.01,TCGA.IB.7887.01,TCGA.IB.7888.01,TCGA.IB.7889.01,TCGA.IB.7890.01,TCGA.IB.7891.01,TCGA.IB.7893.01,TCGA.IB.7897.01,TCGA.IB.8126.01,TCGA.IB.8127.01,TCGA.IB.A5SO.01,TCGA.IB.A5SP.01,TCGA.IB.A5SQ.01,TCGA.IB.A5SS.01,TCGA.IB.A5ST.01,TCGA.IB.A6UF.01,TCGA.IB.A6UG.01,TCGA.IB.A7LX.01,TCGA.IB.A7M4.01,TCGA.IB.AAUM.01,TCGA.IB.AAUN.01,TCGA.IB.AAUO.01,TCGA.IB.AAUP.01,TCGA.IB.AAUQ.01,TCGA.IB.AAUR.01,TCGA.IB.AAUS.01,TCGA.IB.AAUT.01,TCGA.IB.AAUU.01,TCGA.IB.AAUV.01,TCGA.IB.AAUW.01,TCGA.L1.A7W4.01,TCGA.LB.A7SX.01,TCGA.LB.A8F3.01,TCGA.LB.A9Q5.01,TCGA.M8.A5N4.01,TCGA.OE.A75W.01,TCGA.PZ.A5RE.01,TCGA.Q3.A5QY.01,TCGA.Q3.AA2A.01,TCGA.RB.A7B8.01,TCGA.RB.AA9M.01,TCGA.RL.AAAS.01,TCGA.S4.A8RM.01,TCGA.S4.A8RO.01,TCGA.S4.A8RP.01,TCGA.US.A774.01,TCGA.US.A776.01,TCGA.US.A779.01,TCGA.US.A77E.01,TCGA.US.A77G.01,TCGA.US.A77J.01,TCGA.XD.AAUG.01,TCGA.XD.AAUH.01,TCGA.XD.AAUI.01,TCGA.XD.AAUL.01,TCGA.XN.A8T3.01,TCGA.XN.A8T5.01,TCGA.YB.A89D.01,TCGA.YH.A8SY.01,TCGA.YY.A8LH.01,TCGA.Z5.AAPL.01,DEG type
ABCC12,0.4878,0,0,0.9401,0,0,0,0.7088,0,0,0.4299,0,1.0521,0,0,0,12.5984,0,0,0,0,0,0,0,0,1.1331,0,0.4938,0,1.064,0,0,0,34.4268,0,0,0,0,0.7435,0,0,0,0,17.1832,0,0,0,0,0,0,0,0,0,0,0,0.9121,0,0,0,0,0.5417,0,0,0.9993,0,0,0,0,0,4.3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3138,0,0,0,2.0975,0,0,0.5097,0,0,0,0,0.547,2.2167,0,0,0,1.6607,0,0,0,0,0.5728,0,0,0,0,0,0,0,0,0,0,0,0,0.4289,0,0,0.6862,0,0,0,0,0,0,0.4818,0,0.4592,0,14.3369,0,0,0,0,0,0,0,0.4261,0,0,0,0.4639,0.5076,5.4807,0,0,0,0,1.442,0.5974,0,0.5359,0,0,0,0,0,0,0,0,0,0.6757,0,0,0,0,0,0,0,0,0,NS
ABCC13,0,0,0,2.8202,0,0,0,0,3.4843,0.7257,0,0,0,0,2.5031,1.0917,0,0.4022,0.4634,10.6887,0.9901,0,0,0.6002,22.8233,0,0,0.4938,0,0,0,0,0,0,0,3.5149,1.6837,0,0,0,1.4627,0,0,0,0.2661,0.3349,0.5519,1.1186,0,0,2.9054,0.6812,3.028,0.5216,7.9068,0.456,8.3464,0.8974,0,12.3902,0,2.1723,6.5129,0,0,3.7546,0.939,0,8.5737,1.6164,4.672,0.5373,0.5777,1.0707,0,0,0,0,6.2729,0,1.9805,0.9402,0,1.9881,5.7357,0.9413,0.3031,0.818,1.0695,0,0,0,2.5487,2.1091,1.0487,1.601,0.6326,2.7352,0,0,0.48,0.4822,0,0.3834,0,0,25.1497,0,1.8405,0,0,0,10.5892,0,0,4.1438,0.7007,2.2014,0.8241,0,0,0,0,0,4.1443,1.9372,0,1.4704,1.1386,0.4369,0,0,2.296,14.7096,0,0,0,0,0,0,0,1.1962,28.9732,2.8986,0,0,0,0,1.8269,1.1488,0.993,14.0181,0.5318,0.721,0,1.2876,0,8.7318,0,0,0,0.49,0,10.0437,0,3.0451,0,0,0.4953,10.395,0,0,1.0277,0,15.4338,1.1396,NS
ABCC2,4.878,6.734,2.924,10.3408,7.5027,13.1517,11.0991,17.7195,5.2265,5.8055,8.1685,9.6154,2.6302,10.5133,5.0063,2.1834,6.2992,7.6413,6.9509,6.3161,4.9505,5.1748,11.276,198.0792,178.7828,11.3314,17.3335,8.3951,3.8718,2.6599,10.7239,41.5704,6.2072,8.6067,14.5388,4.3937,19.0824,12.2511,4.461,388.1701,14.1394,4.8616,2.6502,24.5474,11.976,11.0516,38.0795,8.9485,4.3975,6.6952,6.5371,19.7548,19.6821,2.6082,17.062,17.3298,28.5168,35.8976,5.5172,16.1447,9.2091,8.6894,13.0258,16.4876,8.8413,3.0037,17.8404,8.2383,8.5737,10.7759,8.5653,6.9855,48.5269,5.3533,1.2323,1.0215,9.2144,8.2127,5.2274,4.09,3.961,16.2971,23.9829,18.8867,191.5212,54.9106,859.279,6.135,18.1818,16.7803,71.1514,10.2234,95.8328,110.1997,16.4293,17.9315,248.6162,11.488,2.2167,9.3522,11.0391,13.5005,5.5357,7.2853,5.8754,8.6438,16.1677,2.291,14.4172,18.2952,2.5381,5.4459,60.2769,4.5057,15.7758,15.4452,4.905,6.6043,11.5369,5.1244,6.4329,8.2459,19.8771,15.0955,9.3246,8.5238,4.0612,9.3128,2.6568,50.2403,7.7094,13.4198,15.1539,8.1156,11.4695,16.8634,11.805,21.5597,6.3776,29.7565,18.1284,4.1866,5.539,19.0476,20.8415,1.2816,75.1479,14.2132,11.8749,9.7645,70.5065,4.5353,23.4009,24.5133,5.9737,5.5794,2.6795,10.395,3.0257,26.9984,12.6316,10.779,7.5569,9.607,6.8462,14.0073,8.1081,11.9729,24.2694,6.237,6.8565,17.2825,4.6249,14.6028,11.0241,47.2934,NS
ABCC8,617.0732,1957.0707,2581.2865,39.483,634.5123,7.5153,324.9576,2828.741,1966.899,2.9028,3539.9828,1274.0385,1.5781,1373.5312,6.8836,1.0917,297.6378,41.8259,102.873,1428.8907,14.3564,2793.0729,6022.5519,3320.5282,53.2544,1939.9433,144.3112,30.1235,1283.9028,45923.1281,26146.4157,61456.1201,17391.4393,7000.0043,29084.0527,150.703,18163.6032,993.9765,22.3048,8.9781,924.9147,21.6904,8.5395,2066.8917,1819.5609,2978.2317,41.9426,805.3691,877.7485,97.3379,2083.1669,809.2643,223.3157,1045.9051,456.9288,30.0992,37.5587,418.2073,506.8966,453.9302,1197.7248,385.2281,21.907,721.9585,2614.7045,87.8578,434.7418,521.485,5194.8558,214.9784,9.3439,1251.4777,3299.249,4.818,165.7425,5.1073,382.1532,255.0249,5.7501,986.5031,1010.4571,9495.5731,188.4368,3970.1789,67.581,295.5758,16.0641,5218.8139,691.2656,3316.2035,51.7464,162.4385,16.312,9707.3314,724.2856,2691.0022,5.3772,1071.116,2274.8684,217.3016,2227.9818,115.2363,163.8559,598.5429,1.1751,191.4938,154.491,278.9328,10.1227,469.8545,8.1218,1420.6943,370.0787,1051.9481,51.6909,86.6438,2.4525,2571.2713,290.07,895.2363,1476.1445,227.5112,8913.9863,754.7739,98.9445,1161.5653,691.4162,4997.5615,11.3863,5.6793,155.1516,225.989,18.8275,206.949,1076.7025,335.5818,240.0358,450.9945,3450.8929,630.2976,211.171,1460.5263,720.9203,2191.7184,2827.3692,137.5627,207.8163,895.4315,874.1722,2.2975,225.422,396.2184,4.7865,2.8839,583.632,4307.2961,509.6463,127.6507,1011.0994,2096.3473,282.9474,137.6776,1462.5201,182.0961,263.8065,2088.916,5643.9189,9159.292,1239.7226,372.5572,1346.519,346.8415,2133.0935,49.6495,294.1241,5.698,DOWN
ABCD2,9.2683,8.4175,2.3392,15.0411,4.2872,8.7678,6.1662,19.4915,3.9199,5.4427,7.7386,7.2115,5.7864,19.1713,30.6633,4.3668,0,0.8043,8.3411,4.3727,3.9604,3.2342,2.9674,7.8031,30.8538,4.5326,4.031,3.4568,2.7103,7.9798,13.4048,13.8568,25.8632,7.9182,4.0891,3.9543,8.4187,42.0623,1.487,9.5062,19.0151,17.2027,5.8893,7.3642,22.0892,26.4568,4.415,10.0671,20.2287,3.6051,34.1384,18.3924,0.757,5.2165,3.3292,19.6101,0,0.8974,22.069,3.3791,9.7508,10.1376,1.1842,3.4974,3.7227,3.7546,0.939,3.2953,24.9415,10.7759,2.336,4.2988,10.3986,1.606,3.6969,4.0858,6.3046,1.729,0.5227,61.3497,13.0714,22.5652,17.1306,49.7018,29.6758,5.9617,15.761,22.9039,57.041,57.6822,1.7249,16.2817,11.7242,47.4544,20.2744,80.6916,43.9665,11.488,26.046,4.9512,22.5582,13.9826,3.875,43.7117,23.5018,5.3193,3.5928,2.8638,12.5767,59.0437,28.4264,31.9946,17.9202,14.3122,17.4541,10.5479,8.4085,33.0215,12.3609,11.7862,34.7379,10.1199,118.1785,82.339,12.4328,13.1732,1.5229,16.6651,3.0363,33.2023,3.8547,7.5151,5.9697,12.6807,17.9211,9.5559,1.9675,96.7988,1.2755,66.2759,14.6987,18.5407,6.8172,25.2588,34.998,1.7089,9.7414,1.0152,11.8749,1.1488,0.993,3.2984,103.7085,7.2098,10.1553,8.5837,21.4362,13.7214,3.53,12.1758,20.2105,1.9598,2.0152,3.0568,1.3692,20.7065,6.7568,71.317,11.3918,3.3264,10.0211,25.6257,7.7081,3.5047,2.2048,128.7749,NS
ABCD3,1189.7561,1118.6869,645.0292,1144.0658,918.5423,1987.1614,662.2476,1458.6693,891.115,283.7446,1205.9329,931.891,815.3603,1414.3476,868.5857,991.2664,899.2126,931.4297,1044.0222,1751.0106,1106.4356,908.816,1021.9585,683.0732,1354.1843,1462.3229,1042.0236,791.6049,1662.9562,1165.5805,1172.6557,872.9792,2935.9886,1283.0874,2630.6224,1485.5009,1114.0732,1452.5778,1012.6394,1099.023,1293.0278,863.1264,1944.6408,1574.7162,1596.8064,1586.7381,1341.0596,902.6846,1233.5092,1746.4168,1139.6405,1448.2289,1044.6631,402.7126,1167.707,967.7346,1625.4564,871.4147,580.6897,1713.5959,1103.467,1044.1709,1191.2656,807.3945,1146.1145,1462.0437,901.4085,1445.8233,1252.5331,1315.7328,1569.003,1203.1166,1425.7655,1340.4711,1019.1004,448.4168,1238.1183,1124.7028,1454.2603,1244.5808,2213.8161,1526.6003,1517.773,1272.3658,3157.3566,1099.4666,2320.5081,892.8425,1536.8984,1391.1904,572.2294,1631.9576,1779.5336,1261.497,1319.2345,1324.0474,3293.3734,1544.8578,1389.3045,1168.4775,793.3765,1297.9749,870.7614,1262.6534,922.4442,1416.2564,1366.4671,1564.7731,1872.0859,1126.8191,733.5025,1453.3696,935.3788,1031.5399,1365.78,922.5678,1716.3878,1296.0925,918.8298,888.5746,1546.9068,1251.1244,1358.1496,1547.9727,1027.0025,1023.2468,1658.9927,1165.5749,742.0059,1032.7654,1156.891,1060.699,692.4864,796.348,1392.8315,878.0214,837.6659,806.5102,901.7857,682.1461,801.0779,1238.0383,1713.251,814.0787,2008.258,472.9253,1799.8376,723.3503,1215.8027,975.8759,611.718,1187.8306,512.6923,1620.7642,1364.3967,1289.6996,1069.6677,1302.2869,671.7129,1743.7798,1301.0526,2227.3395,1901.3265,1598.2533,1737.1063,860.5359,1012.1622,829.2556,933.1352,1413.3056,1352.8481,1057.8069,1262.0761,1019.8598,1325.5429,623.9316,NS
ABCD4,786.3415,813.5522,492.9825,674.0306,822.0793,573.039,715.8933,725.7907,831.446,558.0552,899.3981,1201.1218,911.0994,675.3247,752.816,1014.1921,1075.5906,736.7786,986.5616,1002.7985,751.9802,734.8149,1941.2463,1131.4526,830.5156,798.8669,798.5488,822.2222,461.5236,738.3961,1029.492,1463.6259,1169.0159,1077.215,756.9287,753.0756,1109.022,766.5135,587.3606,1522.5772,1053.6324,1080.7779,403.1213,533.9061,453.2269,413.2619,807.3951,666.6667,645.9982,869.8608,777.919,698.9101,901.5897,646.844,1057.8444,554.0987,828.3777,794.2348,880.6897,396.8604,984.2904,783.4902,921.8691,723.957,783.155,880.0797,1018.7793,638.8809,829.3063,883.6207,976.4416,1125.2015,903.524,723.2334,1102.2797,598.57,831.2318,1101.3616,195.5044,608.998,564.842,571.6524,668.5225,699.4698,774.0648,502.3533,603.4655,958.2822,749.0196,583.1148,483.398,711.0943,592.838,563.1259,707.8563,619.2763,801.5183,755.4705,974.2311,839.4994,799.1361,1041.9479,750.0837,758.819,571.6804,886.9887,1031.7365,871.164,900.3067,698.9605,359.8985,603.1314,486.5599,568.7782,854.5775,678.8351,757.4669,443.5883,982.6947,732.2798,487.1877,394.6777,632.8153,634.6963,711.5198,648.5858,481.7577,594.0609,677.1041,618.6107,654.8167,943.6785,940.459,1098.1486,829.3907,505.9022,844.5522,843.4697,713.0102,909.3778,884.8604,762.5598,973.5833,765.2174,894.2194,404.144,469.9061,916.7513,713.4049,935.6692,1417.0804,743.3733,821.1587,909.1565,845.8781,887.1245,895.4984,1159.2516,877.9671,856.0085,841.6842,574.2283,1181.9057,663.7555,1070.744,1073.0816,622.973,901.0932,862.3081,644.0748,927.7426,656.7342,685.5087,491.8224,759.343,822.2222,NS
ABCF2,992.6829,798.4007,1487.1345,1351.8214,1216.5059,1332.7071,1153.692,1252.4143,1139.3728,1421.9884,1165.5202,1265.2244,4198.3167,1132.3438,1279.0989,1089.5197,1166.9291,1069.3746,1408.2484,1128.6342,1093.5644,1064.7054,999.4065,1501.8007,1352.4937,1078.7535,1397.9643,1055.8025,1033.7818,1243.7824,1646.1148,1050.2309,1323.6777,1147.79,1220.8087,1079.9649,1194.3314,1209.1884,941.2639,1259.5722,1093.6129,1294.6896,1038.8693,860.3866,1102.5948,1298.7274,1134.106,1092.8412,1578.2762,1055.2663,1214.4543,912.1253,1159.7275,1762.65,1029.1303,1076.7301,1637.976,444.233,1002.7586,1406.4703,997.2914,890.6589,995.287,1386.4602,2213.1224,889.0908,1583.0986,670.5984,942.3227,1071.6595,724.1552,894.6803,1077.9896,728.0514,1060.382,1994.8927,1057.226,895.1805,1835.3372,1230.6748,1128.0995,1685.1837,863.8116,964.5461,1013.7157,1228.428,1389.6982,1470.7566,1187.5223,1045.097,1890.47,837.1829,1000.6372,1172.6517,1148.6498,1087.4159,860.0348,863.7856,1132.1696,1002.3381,1002.1598,1023.1437,1093.849,1293.7117,1078.7309,1106.4087,1150.2994,674.1354,992.638,1310.6029,875.1269,1027.2294,1377.1382,1263.4508,1221.1127,1093.2183,1249.7153,1173.3627,1342.8101,951.0925,1235.9816,1283.3583,1108.7821,772.6141,1196.9177,827.1988,1111.2408,1570.9283,1222.5069,1256.007,1279.7595,1067.6773,812.3399,1449.1504,907.5269,1084.8791,1109.6737,1111.4264,1525.5102,1423.8052,1152.8662,805.622,1020.4516,1312.2153,1055.8396,1101.3564,1294.677,1404.0609,1123.5442,1044.2275,1028.7984,726.8814,1180.6815,955.2992,1326.7622,1085.4077,1129.1533,1222.4532,1737.2755,884.595,1218.9474,1127.8785,1044.8731,1126.6376,902.3277,1261.8758,1347.2973,1516.3977,1185.2402,805.8212,951.4768,1355.7807,1097.6362,1205.0234,1233.8221,1348.1481,NS
ABCF3,1051.2195,951.5993,1332.7485,1401.6451,1154.3408,1157.9771,1014.953,1036.2364,1284.8432,1245.283,1031.3844,1148.2372,1209.8895,1025.974,806.0075,1091.7031,1456.6929,737.5829,1398.0538,1008.1429,1266.8317,1482.5667,1325.2226,1386.5546,1077.7684,1051.5581,1380.2278,1258.7654,1156.5192,1668.8389,1673.9969,1151.8476,777.9646,2536.2235,1626.5334,1243.8489,897.9935,1037.2639,1237.9182,1378.9279,956.6065,1101.7203,945.8186,1470.3897,1034.7305,1009.712,1013.245,1071.5884,994.2832,1186.5952,1255.8562,1011.5804,1022.7101,1888.8889,1334.1656,1091.7797,890.9755,881.2866,1075.8621,943.5291,1187.4323,1036.2056,981.6692,1130.1524,1173.5691,774.1998,1035.6808,1003.0142,1081.06,1239.2241,1220.1627,1078.4524,1107.4523,1104.9251,1361.6759,2009.1931,1169.7381,1218.9324,1010.4548,1244.9898,918.1653,1353.6003,1073.6617,1021.8688,1068.3292,1046.1249,993.854,1443.3538,1109.0909,1151.0225,1386.8047,856.1151,818.1471,1311.0605,1161.5835,913.2245,976.1189,1059.081,1187.0324,1021.5926,1020.8783,1195.2748,1204.5625,852.3773,1013.5135,1252.0238,726.9461,784.6776,1015.9509,876.9231,1320.3046,1083.0497,1264.1868,1006.626,1337.585,767.3624,1630.9013,1059.4386,1308.1994,1262.1449,1001.8227,1071.5892,980.8457,975.0307,850.3529,1139.8683,1138.1462,1087.151,1167.4732,1293.578,1338.5436,1217.4419,928.0604,1502.4093,1174.9104,873.5245,1835.6837,1189.7455,1146.0459,1227.2317,1150.9064,1035.8852,1022.582,1067.0807,980.7314,1495.6745,1424.5622,993.401,1348.253,1377.3693,1270.1092,1182.0584,1234.3972,1054.7945,1818.9964,1069.0987,1299.0354,901.4553,1121.5387,1074.6427,1276.6316,926.9966,1198.0271,1230.5677,989.5025,1226.553,1016.2162,1203.0193,1125.8049,1296.4657,1074.8945,1038.1406,1074.5118,1199.7664,994.3777,1244.4444,NS
ABCG1,1341.4634,1285.7744,338.5965,413.631,435.1554,392.6726,1063.6658,669.7971,1341.899,1018.8679,488.3921,472.7564,681.7464,570.1917,627.6596,1570.9607,233.0709,1114.4179,933.7349,790.967,1287.1287,600.9182,745.4006,308.5234,1692.7303,884.4193,883.2006,1120.4938,1398.1222,1056.5235,1166.7576,1359.1224,1478.8568,1726.5048,1739.2095,553.1634,956.9244,483.1036,548.6989,530.235,1489.0297,432.3111,2254.417,533.9061,1112.9741,461.8218,794.1501,752.7964,554.0897,931.6626,887.5976,548.3651,382.2861,892.5404,680.8156,1115.9503,1537.8195,1216.0319,1063.4483,665.6892,1160.8884,1236.7849,747.2054,460.1549,517.9153,2065.0335,368.0751,749.2743,667.1863,859.375,2075.9117,907.0392,749.2779,1000,1532.9636,193.0541,1503.3948,1423.3845,2530.0575,947.6483,712.5881,938.6508,860.3854,858.8469,663.591,670.8503,674.6932,927.1984,488.7701,934.9764,1433.8077,809.9205,453.1668,861.2979,814.8213,888.5687,318.836,968.8184,554.7243,428.0017,566.3547,856.3163,793.262,541.7945,963.5723,384.9824,630.5389,469.0883,1411.9632,1508.5239,1106.0914,1401.6338,819.9837,1704.2142,854.9131,946.6774,606.8144,1211.3374,771.7347,1341.5734,1010.3999,932.1589,872.425,592.8406,1231.626,1161.1778,761.4716,948.4388,1530.6955,810.8344,402.334,553.9683,556.1015,904.8948,298.9247,1880.8319,444.1646,727.3111,474.4898,973.3995,2039.1965,976.6746,1201.5339,1088.6128,454.188,325.5367,391.0472,311.6751,973.7383,1586.4446,745.7795,3080.6908,970.6053,759.1925,356.0335,324.8927,444.2658,1185.8628,895.6172,767.0725,996.2105,1655.071,847.385,993.8865,902.3277,587.0889,630.4054,931.2858,809.8068,1248.6486,589.6624,847.4374,1020.0411,1450.9346,1083.4528,880.9117,NS
ABCG2,87.3171,60.6061,47.9532,62.0447,51.4469,56.3645,77.0772,48.5514,38.7631,18.1422,46.8616,77.7244,51.0258,104.5145,222.7785,36.0262,17.3228,33.3803,44.4856,65.59,55.9406,60.1565,21.9585,40.8163,1269.2308,32.2946,56.8376,61.7284,33.2978,114.9089,112.6007,732.1016,203.2846,32.7055,87.2331,29.877,103.2693,117.611,11.8959,34.328,98.4885,71.4286,101.8846,38.0485,71.324,108.1715,35.3201,63.7584,50.5717,38.1111,54.4761,67.4387,35.5791,61.0329,31.211,88.0173,25.7347,23.3335,79.3103,37.9214,84.507,55.0326,13.6178,23.982,44.6719,106.6308,30.9859,20.5958,128.6048,69.5043,11.6799,92.9608,85.4997,27.8373,25.878,85.8018,97.9631,33.2829,762.1537,105.5215,83.5776,138.5254,107.4946,149.4367,446.8828,175.0863,74.8649,88.3436,108.3779,116.9376,15.5239,71.5638,190.1364,144.9997,116.0535,132.2446,193.8953,64.0044,142.4217,90.2214,118.0706,121.0222,31.5533,149.1564,88.7192,49.2033,196.4072,61.285,105.2147,144.2827,50.7614,187.2022,168.6125,151.0734,85.2564,73.8356,36.4369,103.4673,84.8785,129.1354,115.364,107.1964,333.5743,113.2161,79.2592,113.1344,37.0583,180.3749,81.2221,109.218,31.8013,27.9131,20.6644,84.1998,56.6308,39.3479,13.7725,152.2381,116.7092,152.8404,103.8707,96.89,40.9033,123.8095,141.9583,20.9335,32.4713,14.7208,84.0375,38.4836,58.0933,53.5987,86.6897,28.1182,89.6057,65.6652,105.5734,28.2744,54.9675,62.4669,81.6842,234.6889,59.4479,48.4716,33.3181,92.57,141.8919,101.5096,69.3413,37.8378,66.9831,87.6043,87.8726,37.9673,20.2844,57.5499,NS
ABCG4,4.3902,3.7879,2.924,5.6404,5.3591,3.1314,4.3163,5.6702,3.4843,3.6284,2.5795,7.2115,10.5208,4.329,15.0188,13.1004,3.1496,6.0326,8.3411,6.3161,5.9406,3.8811,6.5282,4.8019,10.5664,11.3314,8.8683,12.3457,4.259,10.6397,5.8981,10.97,5.1726,1.3771,4.9977,4.833,4.49,2.0419,7.4349,2.1125,6.3384,9.3493,3.2391,6.1369,6.1211,2.6792,1.6556,20.1342,0.8795,3.0901,5.8108,8.1744,9.841,6.2598,1.6646,16.4177,1.3911,1.7949,13.1034,2.6282,2.1668,4.3447,2.9604,1.9985,5.1187,2.2528,2.8169,7.8264,1.5588,3.7716,3.8933,8.0602,11.554,1.0707,3.6969,3.0644,19.3986,3.458,0.5227,1.636,6.7337,6.2681,3.8544,7.2896,5.2369,10.6683,2.1217,10.2249,6.0606,6.817,2.5873,3.7864,10.195,5.0091,3.4956,2.8818,5.0609,4.3764,11.0834,2.7507,0.9599,3.8573,4.4285,9.2025,3.5253,5.3193,0.5988,1.1455,3.9877,4.158,3.0457,2.0422,6.5164,3.1805,7.7201,3.7671,5.6057,1.6511,6.1805,7.6866,3.8598,7.1214,6.8666,5.4893,4.6623,5.4243,4.5688,16.1749,7.5909,8.3006,3.3729,3.2207,2.7553,4.0578,0.7168,2.2485,3.4431,6.1599,7.0153,5.8611,11.269,7.7751,1.2782,10.352,2.3594,2.5633,2.3194,6.0914,8.2211,1.1488,2.4826,4.5353,3.7229,5.0469,7.7658,6.4378,8.5745,2.4948,3.0257,8.9995,5.4737,0.9799,1.0076,6.5502,2.2821,0,9.4595,7.8084,4.9529,8.316,2.6371,14.8987,3.0832,15.1869,1.7639,3.4188,NS
ABCG5,10.2439,2.5253,0,4.7004,5.3591,1.2525,4.3163,54.2217,2.1777,0,8.1685,11.2179,1.5781,4.9474,5.632,8.7336,12.5984,2.0109,0.4634,1.4576,12.8713,3.2342,5.9347,13.2053,336.0101,2.2663,2.4186,7.4074,1.1616,15.4276,1.6086,13.2794,3.1036,1.7213,5.4521,0.4394,8.9799,0.8167,17.8439,2.1125,2.9254,1.4959,4.417,3.6821,1.0645,2.0094,3.8631,8.9485,0.8795,2.0601,3.6317,6.812,2.271,1.0433,4.1615,6.8407,125.1956,14.359,0,1.8773,4.3337,2.8965,1.7762,0.4996,1.396,8.2601,9.3897,0.8238,5.456,95.3664,0,0,6.3547,10.1713,0.6161,5.1073,10.1843,5.1869,6.2729,6.544,0.7922,0,0.8565,5.9642,95.0125,12.2372,10.9115,2.045,2.4955,1.5732,0.4312,0.7573,98.3815,4.4818,3.4956,13.1284,77.4949,2.1882,2.7709,3.8509,6.7195,6.2681,2.2143,7.2853,2.9377,9.3087,31.1377,25.2013,21.7791,0,1.0152,2.0422,42.8998,1.3252,5.3705,17.3288,0.7007,0,2.0602,0,14.1525,0.7496,2.8912,4.8031,10.3607,2.3247,3.5535,4.4113,1.5182,14.8536,0.4818,0.5368,1.3776,3.0434,7.8853,4.4969,3.935,10.5599,1.2755,2.7051,0.9799,3.5885,9.7997,18.6335,11.7971,0.8544,1.3916,73.0964,0.9135,0,4.4687,14.0181,0.5318,5.7678,3.5842,1.7167,1.6077,4.5738,1.0086,8.9995,7.1579,17.1485,6.5493,5.6769,1.8257,2.4361,6.7568,0.5206,71.8177,1.6632,0,4.1716,2.5694,1.1682,11.0241,1.1396,NS
